text,labels
@Agreasymonkey @huntermoore fagot,0
"I am sorry for the Mexican and Asian blacks, they have obtained worse -shaped dogs.",0
@Whosjuly 1) is a phagot and I don't like it. 2) I am on the other side of the state.,0
@Atblackface @mrmoncricket @uncleunco @bobbybotsods @fuckthemallcops @rasistnegro69 wate,0
""" @Blackman38Tide: @whalelookyhere @howydowdy11 Queer"" gaywad",0
Some clearly a bottom of the left -handed bottom ...,0
RT @myfriendsrap: You have to stop dressing children like migos and rappers who fucked. Lil Nigga just wanted to be a ran &#8230 power;,0
"Of course, my #faith for #baseball is this year. The cause #barrybonds you Goddamn retards !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!#morons",0
@Anuglynigga this is retarded,0
@Jgardenofedden @kyportsradio @ryanlemond but ... Equity listeners are truly Hicks and alcoholics &#128514;&#128514;,0
Damn Hoe .. you so ugly even Hello Kitty said goodbye.,0
"@Kieffer_jason Bitch was to talk to u stfu and leave my page, oh bitch nigga u bout",0
Gay Ass Fags http://t.co/eqn4gvw42v,0
Become Hester is a bitch,0
& amp;When I tell him it means Dyke Ron #wcw http://t.co/vv4dumme4a,0
"RT @meaghanyockey: ""@savanahareda: are you a girl or a guy, are you my mother or are you my father?"" I am a butch dig",0
"@Femalejokerhoee yes, he is shit as well as the other beechs that are ... oh, no, there is no fags in #nfl",0
@Zohdaa Fags,0
@Kincade00 shut the whore because it spit you,0
Nigga had only crackers in the chase.,0
RT @annnna_dav69: I hate trailer and#128567;,0
RT @amour_tajiana: Only the hell would like to continue to confuse themselves with these disordered bottoms towards someone who has been down to them all A &#8230;,0
He works on a draft law to prevent voting retardation. Who knew that retards could vote? Things are starting to make sense now.,0
@05prESSOR I bet it's a starbucks Queer,0
Only white Watch football garbage.,0
Rt @halfricannnnn: nigger,0
"Jason acknowledged that you are a lol blocked whore, I think you are much better than everyone, naaaaaa",0
@who__chrisjones @whyyousoshort which is disk crack bottom cracker,0
"@Sophiero3 if there was only one medal for this: ""We wish Fags, but we will not kill them"" the medal. Thanks for the privilege of letting the beech.",0
RT @Hype: African colored car push black whip,0
@Reiddh agree with my colleague Cracker.,0
California hosts the trash.,0
Someone closed this beaer please.,0
RT @Thechriscates: Look at this fagot http://t.co/db7siri8qg,0
RT @Sam_james3: @Will123_william @haydenhill13 @Aknadnrye @khalilreed do not care about cracker,0
@Mat_chu22 @ryanriehle i will do this if you agree to take your ethiopian star looking for black back in Africa.#Buyfoodlittlegy,0
RT @Buckm00se: Kill this beaer,0
@ashhrugggiero Happy Birthday,0
Let's get that the chicken blacks love the Popeyes database http://t.co/yjfh2havav,0
Stupid pussy whore,0
"@Legionary1488 @jomavaesjos now we have an ebloa case in Texas. If we kill all blacks, we could be safe.",0
"@leetreble_ give up Captain Fagot, happy you can't see your family family crying girl crying in the parking lot, you are not a Sissy man",0
"RT @Frankthettank215: There could be a couple of cotton collectors on Spurs, but they all play white basketball",0
"Fuck Ray Rice, someone crack that",0
"Not as the damn of another bitch of Nigga and ask him ""who the pussy is this"" and she says that your lmao no bitch steals this pussy lol",0
Smh hate,0
RT @Broganwebber: Beyonc &#233; it's garbage.,0
What a wet look like when it is caught by crossing the border.@Ilovebamf http://t.co/j3uf1tyubo,0
Happy Birthday to this bottom coon nigga buckcity @thatlatsonkidd,0
@_Xoxokelsey_ head naw fuck -to -do the dogs serve them correctly,0
"@JewelsAnddrugs9 @Ladygaga @Madonna LMAO Madonnas Music Sucks?Da, ești nenorocit de prost dacă crezi că Gaga este mai bună.întârzia",0
"@Bnp we are outdated by Mongrels, because Zog or Jews who lead our countries want the white man to lose.",0
@fuckyler fuck you spear chucker,0
"RT @obeyyregie: stfu hoe rt &#8220;@tedddydgaf: ""I am proud to be Afro -American""
- Proud Afro -American

""I am proud to be white""
- racist
&#8230;",0
"@Sammytbh which is your youtube channel, then fagot",0
"Geez ..... I think #northkorea can be right. #Barackobama is a monkey! It certainly acts as one.
 http://t.co/y09waoe4em&#8221;",0
"Bitchs have a nigga but I want it to be another nigga wcw whore, it doesn't work like that",0
@Sweetkixx See a slab in that picture of mine because of your infatuation with blacks.,0
"@Leighvl Niggas probably follows me to ""look at this uncle Tom Fund Rasta""",0
"@Americanwhitehm those blacks do not disgust me. It had to deal 100 years ago, we would not have these problems now.",0
"#Vinitahegwood can receive a job at Naacp.or Ag. I heard that they like ""diversity and tolerance"".",0
"@_Iamken fuck Brett Falve Redneck Fund, he blocks does not give a damn lol, he is on campus acting like he shit",0
RT @markiiejay: you have niggas & amp; I have dog,0
@mimiswagnotes you are an ignorant pussy.,0
2 digs 1 dig,0
@Kitlange we don't stop! You heard of free expression? Stop giving me lifestyle on your neck! The first amendment! #Tcot #teabagpers,0
@Taylor_1017 fagot,0
"@Cheesus85 @greyygoose faaaagggotttt, talking to blond and confused hair, you are hypocritical, because you are a fagot",0
RT @LMFAOHILARIOUS: Never go completely retard http://t.co/lmk3tx5vic,0
"What is the Peckin command?
1 white Christian
2 colored
3 Porto Ricans
4 Arab
5 Jews

I don't know. I am axin",0
"I just watched the scene in zero Dark Thirty where Osama's Bitch's bottom appeared
#DOOR",0
@Sammi_boyden Bruh we can finally roll as Rednecks ('((((drug traffickers))),0
RT @comp10tx: Lowkey called that bassoon a bassoon.,0
RT @Toyamiani: The reason you called Jesus a monkey is because you knew it wasn't your ta #farrakhan #thetime,0
"@Gop Elite calls the conservatives ""our blacks"" behind the closed doors. #TCOT #teaparty",0
I am so tired of this Dick Dyke that appears on my feed fb. True units do not fucc niggas.le be bisexual.,0
"RT @iowahawkblog: ""I like the crypts! Look at all these bastards! God, I'm a person of people!"" Https://t.co/xcla5xpmlx",0
@sizzurp__ @bootyacid @iLikecats74 @yopapi_chulo return to Lego Club Fagot,0
RT @sorryimalex: I was called a phagot for buying Toms girls so now I'll take the person in the bottom,0
"If you had followed George Washington in 1776, it means you're white garbage.",0
"Bitch fuck yo nigga, what happens to that pussy !!?!",0
"Say -hiss Niggah's wishes
stfu",0
@Tweetfrmthesole it &#8217;s the whole Bandwagon Pats. They are fagots,0
"""@Rtnba: drakes new shoes that will be launched by Nike/Jordan .... yes, there are glitter on shoes http://t.co/qctplxhexm"" .... dudes a fag",0
@Millerlite I don't follow you because everything about your company is white garbage.,0
@Scoutingforfifa @theburntchip @joelburtfifa @jpizzlefifa witness: Joel is a fagot,0
RT @occdissent: Ann Coulter recognizes Fox News that America has a black problem. #Crime #tcot #Gettingreal,0
"@Sterm26 @realjameswoods just like when they call someone a black! Not because they are black, but about how they act.",0
I hate the dig.,0
It's a lot of uncle Tom Ass Niggas here.,0
@Versanche only Fagots Drive Stick,0
"@Salomani is a phagot:/

http://t.co/gr627ldfaa",0
@jmelllor432 beech,0
@_Triggapaplex_ @kanyewest he is a fagot,0
My Nig Jus said that no worse fat is worse.,0
@Bitchdicknigga you are a bastard of black,0
@bonnoxxx haha bitch ima draw a webb in round bullets yuggin forehead #beamthat know where you live,0
"RT @kwagiheath: it's ""comfortable"", but I don't say ""com-tha-by"" ... smh",0
Damn the Redneck guests and their game,0
"LOL, așa că, de când sunt din sud, sun automat ca un nenorocit de roșu.Hahahaha ce zici de dracu, fund prost.",0
@2014samanthakay enough good,0
",@Kirogx me taste ""typing like a retard to make the other person seem more wicked by pretending he agrees with them"" the basin",0
"Not.It is wrong to try to change #Fagots & GT; there is no ""therapy"", so #tcot should understand and sympathize as if it were #retards & GT;",0
You have my word that we will @jrwrz: @thotcho to beat on the fogs Pls,0
"@Kinghov1313 I have a Dyke with a child as MGR, and she hired another weekly girl ....",0
@Christian_esem don't know what you are talking about fagot retarded,0
@Animeking420 fight -m 1 on 1 Choosing the Fagot game see what happens,0
RT @liamgeraldshone: @Vernon1488 @Anrannicolwhufc @dsaend te futhead you racist inbred hillbilly hell,0
"@_Andrizzy_ aw drake is, stay in the corner and cry when you listen to it? Lmfao, the pilot dick, how the drakes the coconut of the fagot taste.",0
Niggas deserves the better dogs,0
@Mimistheone really seems to love Sandusky.weirdo. You are a creepy bottom!,0
"@Stonisnipezz this is a joke, right? You are here like ugh, I would like to be a jap and make a tweeting in gook and shit and jerkin at Hentai.",0
"@Jasonmoriaria13 remind me of his nephew Lucas crying and Dan saying ""give up to be such a pussy and grow a pair"" or something like. &#128514;&#128557; dance so funny.",0
@Woody_afc @mrgam3r49 @maniac3x dracu ’outta aici fagot care nu ar fi nici măcar un corect,0
"@Drew4130 @mailgal2000
Do you hire colorful people? It only works half a day and throws yes to sewage if I haven't finished",0
"I would like Fagots as @tyga to stop making music, Rack City was wretched by the terrible. Damn in Michigan.",0
RT @ruenovacane: Only the niggas pussy would not fuck with a chicken if it has stretch marks.,0
"I already know that you have trash, if you are tempted is on the list of things you want in a nigga ..",0
"@jennybaquing terms like Honky, Cracker, Peckerwood and the stereotypes of white people who realize children and sisters are not racist? sweet!",0
@Hovaa_ ya I know all the argo are racist i h8 porch monkeys,0
And I mean something so bad to these two pussies on Twitter eh.,0
"@kmdk83 @beautifulmined
I hope it is not because it has colored because I know it will be actin all nigga",0
"@Datboyrayt because if you support lesbians, you need to support fagots, there is no difference.",0
Who takes Kid from the best Laner Mid Na ??? Fuckin Soloq Fags.,0
Do you think it is okay to take my property and break it? Fuck bitch,0
Smh Queer,0
@Po0pdogg back up phagot,0
@Brenddan_ they said some shit.,0
"@Tretyler_108 which is actually non-English. Because #okiecops are dirty white garbage, which are all criminals.",0
@Jacobbbbcker beech,0
@stevoburns561 @imswaveynshit @freddiegibbs soft shit? Are you with disability or delayed?,0
@Prayforjack New York Niggas quick to take off on a bitch in public boy !!!!!,0
"Your pathetic plan failed. Buddle -my phone, wretched the monkey.",0
@Not_ur_bro @niccol3_xo lmao nigga should say that i will be Balss BC given Cold Bitch will not stop drinking#Swagg,0
You are all fucked.,0
@Jaibrooks1 fagot,0
RT @woody_afc: I saw a big face 2 summers. A middle -aged Salvadoran and his 15 -year -old son were wasted by 6 beans at Metlife &#8230;,0
"The favorite expression of all to try to conclude an argument
""You do me and I do""
Lmao Fagots",0
@Chalecarlo5 dracu afară aici și du -te mai mult de cerneală de fund de gunoi pe fundul tău de fagot păsărică de sine,0
"Eh whore! What do you say you are worried about your own psychotic bottom. It seems to have to ""save"" from being a noisy bitch &#9996;&#65039;&#128139; #cantstanduct",0
"RT @nohoesnextDoor: If you pretend to Macklemore is your favorite rapper, I also assume that you are watching WNBA on the free time phagot",0
I like Chinese buffets but i hate all keys,0
RT @Sleslieeexta: BDUBS is packaged with beans &#128557;&#128514;,0
"Black people like @chiefkeef disgust me laughing at someone who died mute bottom monkey, as if you have to be closed just for stupidity",0
"@Misplaced_momma
She is what we say in white hood garbage",0
@Gvvenivere learns how to type on Dealbilly,0
@ord_jonesss none of my business? nigga if you get to live with you lol and steal one of them and 100k &#128056;&#9749;&#65039;,0
@Frankiejgrande omg gtfo white fagot,0
I cannot blow bubbles or whistle. Practically I am delayed.,0
@samzbikowski Cody îi cheamă întotdeauna pe oameni „negri”.Este un nenorocit de spaz!,0
@Fuckearik hahahaha youuza fuck wigger,0
"S/o at my favorite nigger to work on plantation @Pretty_warzone, remember only next time, ask for watermelon.",0
@Evanbecker513 @_triggapaplexa_ @morbidmermaid @zooyorkinit @_shayisdabom_ @rainbowblake because it is a black,0
@Gutierrez_alf legitim retard,0
@Ititalian_montana: &#8220;@AROSATI96: BROMANCE BETWEEN THE BED AND ANT IS REAL &#8221; FUCU 'FAGOT,0
"RT @_chickengeorge: Dead !!&#128128;&#8220;@Takeme2china: &#128553; RT @pegles14: When you are fucked and pussy, but you have very good friends ........... ht &#8230;",0
"They slam for me, kill for me, steal for me and of course there will be money and I'll kill that bitch send your body back to your ass",0
@Godsmack_music @itunsmusic @itunes that the band is white garbage and only white garbage would buy that album.,0
@wutkarina well,0
@_C_parris69_ your picture makes you look like a serious beech.#Justsayin lol,0
"RT @Dirtyimage: @tronkitty not just the Sapa cause, go to prison because of falling from the bloody dig and make them call your head Honcho",0
@Tae_rhodes: &#8220;@kim92493: &#8220;@tae_rhodes: @kim92493 @patpatbush uhhh you were judged &#8221; it happened.,0
People who play #roleplayinggames are human dirt and do not deserve the same respect that you give to a mosquito. They are a soulless gutter.,0
How the hell are all these fagot fagot bastards even find Zoe's account ????,0
"@coughlan616 You are racist against white people. Antiracist is a code code for anti-white.
The anti-financialist is a code code for anti-Semitic.",0
@Dolangang would not know,0
"@Lobstrthinktank yes! Me and my people, women, laff in set, men ... I love the true black or black.",0
White bus drivers are all white garbage.#Losangeles,0
"- Damn, Whitey! You will receive a hit from the ""newest form of white privilege"" http://t.co/zlpfzitom",0
"RT @anthonybialy: Well, Maryland is just a lot of ugly tomatoes anyway.",0
I bet you think you are a wild huh without cold.,0
@Kamrenee ugly nigger,0
"""@Markroundreejr: lmfaooo hate black people https://t.co/rnvd2nlcdr"" this is the reason why there are black and black people",0
Naw @bakegriffin am I the only one fool that ESPN will talk about Fagot Ass Penn State all week?,0
"Chill Rt @phillytheboss if I have ever become President Imma Ban Henny in America ..... for a day, just to see your blacks in panic. ""Gotcha Câței""",0
"RT @Torahblaze: @1sonofyahweh should be ashamed of themselves. You will be alone for life before I fuck with an ugly white man, fagot.",0
Gay ass nigga &#128514;&#128514; bitch you thought you thought,0
"RT @maniac3x: @larryx2010 @floydmayweather will not happen, the black cowlords. He knows it.",0
RT @ashole_god: hate? The answer is yes.,0
@jimachterfeld @joeo670 @dan_bernsein Bernstine is Chi Sox Jewer Fag.,0
"@lillivonschtupp @13damage @brazenmodels
I don't like the given magazine. All black people look like a chromeazom away from da mape",0
I know all the white people are just playing with me. I color and know my place,0
"@Therealjrsmith and his people like you who give us all a bad name, you are a disgusting piece of shit of a person, a black is what you are",0
@Mrmooncricket @fuckthemallcops @atblackface @uncleunco @bobbybotsods @rasistnegro69 y'all is coonds,0
"Dad just shouted ""in battle to fry a chicken like a black""",0
"RT @taylor_tm: @pacmanjonez @philwotg you the whitest person on my tl, but always so ghetto.I saturated",0
@Davidly62793584 How many fuckin fags did they even get? Should not be allowed in my wallet while under the influence of haha,0
RT @SA__LOPEZ: @d_lo520 but you are still a fagot,0
RT @hg_shit: mfs still in the same place as 3 years ago.Beefing with the same nighas.,0
Awk ... don't like your own nephew / cousin BC our race .. lmao broke the ugly dogs fuck we don't need them,0
@Mariancristinax you a fag b,0
This type is the largest omfg phagot,0
"@Nyrkelsmads @danilonavarro85 hey fag, I said this is your aunts.* He* said you are you.",0
SPICS are half -breed garbage. No dirty native should not be allowed to talk to any European.,0
"Redneck consanguous ass as Paula Deen are races that go out. I just look at that woman, I would like to be her ladder.",0
"""@Theomaxximus: #gerryshalloweenparty http://t.co/3ycrsrnjhc"" Halloween was yesterday black stupid",0
He told my father to go to buy cookies for the graduation reception ... This nigga bought Oreos.,0
"@Anthonycumia
You are totally correct anthony.can &#8217;cannot be Livin Round Dem Colored Folk. The shit to bring down to the hood and demite your own value",0
#Reasonswacantbetogether if you were talking to my big or crushed home,0
Only Lesbians have their nips pierced ew,0
Cineva vă rog să sufocați acel nenorocit de întârziere care continuă să strige „piure de cartofi”.Ce instrument!#Pgachampionship,0
@Yyeiiowbang hate the fagot that is so Corny,0
"Sheeple as &#128073;@Sweetpatertot: Oh, those ""sexist"" ""sexist"" ""teas"" who just chose these two old white men.http: //t.co/x3bwnm3jii&#8221;",0
RT @xdalovelytishai: Most of these blacks are broken for these digs,0
@hunterbuch66 @kieffer_jason @sbsylvester yo ugly bottom could not even pull the ugly bitch in school,0
@Alfieheydrich but I live in the south. Many here. My poppy lives in Rhode Island. There are no black there.,0
"@Wyattnuckels @grizzboadams close the fuck sick, beat shit",0
"Not all straight people - I am frustrated. Unlike OkCupid, Queer people don't have the opportunity to block ... http://t.co/hbf2xza0ke",0
George Michael such a beech,0
"Well, gahdamn.rt @huhwhhatsacondom: wooooow &#8220;@Moesdeph: ""Good thing for moms"", the cutest blue thing, has ever done, still made an ugly child and#8221;",0
Can #faggots of #honeybooboo imagine this world #intternet was created to capture and feed on #allah like gazelles? #It #stephenking,0
Window the lovers of Nigger.Ifes the day you.http: //t.co/zv1cpk1iy8,0
"@KIEFFER_JASON Tu, atât de nenorocit, retardat, nici măcar nu este amuzant că o cățea am să dorm",0
Lol nicca dime games received so much clout niccas goin to da store to buy sum dice,0
"There is no one to wear those new ""Jordan"", but the Mexicans & amp; Trailer Trailer garbage white girls.",0
"Dear Polinezians from Utah: Again, stop acting black and speak ghetto.",0
"Ești un astfel de întârziere, sper că vei primi diabet de tip 2 și vei muri din cauza unei grabe de zahăr, dracului de fagot @dar_ilk",0
"RT @exquizitebeauty: &#128584;&#128584;&#128584; RT @idocalyfe: gave him that ""movement of Lil Nigger"" pushes SMH. Http://t.co/eybwlvukim",0
Chris Bosh is fighting to deplete the trophy as a true bomot smh,0
@Thenerniie you are a whore.,0
"As always, Eli has the stupid appearance of Hick Haysed on Giants's face, the fans will kill themselves, it will be a#8230; http: //t.co/jcyzzmkcfu",0
"#Rebelscience ...... uses a real woman as a genetic engineering laboratory for ""all natural clones"" ..... or something ...... #faggot #rome",0
"&#8220;@bixhmakemerich: If you ask me, each gay &#8221 bitch;or ""bi""",0
RT @luiesanches: with pride racist.u mute nigger,0
&#8220;@Waymoflydenu why do you think it's good to be fagots?&#8221; and we want to be cool with them,0
RT @_ihatemoon: All these puppies & amp; niggaz with imaginary haters .....,0
Wake up on Dyke @randypawlik,0
"""We wish the blacks, we wish Fagots and we wish spics"" -kkk Rally",0
@Shawirwin9 well beech cabinet,0
RT @seanprice: This black tattoo show is horrible,0
"@Cody_smith64 true! I miss the man, yes, are my brothers. He begins Mikey? And what about the chink? Lmfao",0
@marclamonthill you will mention why being called nigger is wrong (witch I agree with) & Amp; Bossy is wrong.But being called pimp is still ok?,0
Stu a rape fagot man fagot I was tired of this black,0
@Anony386 @Turntolive @twenki_ are wrong you are a black always causing among your own people,0
I hate you niccas! Lol http://t.co/nqsyeqhgoz,0
STFU BORIS FAGJO! RT @maxin_betha because he a fagot!,0
This black knows Wassup,0
"@Godaddy I hope you are attacked for supporting SOPA, a lot of dirty snake fagots.",0
RT @woody_afc: @maniac3x @_whiteponyjr_ lmaoooo what a pile of fags,0
"Means to follow order and I am subordinate.Sue my, ya dyke",0
"You #football #nigga #kiss #isis #wifebeater #fagots & gt; see ourselves & gt; shout at the radical #islamation, #yo & gt;",0
So blacks really believe that phelps only smoke on a regular huh? Say it now & I will disconnect for the night,0
RT @Balsneakershow: water is wet.rt @202sol: nike dc is garbage.,0
Kim Kardashian looks like a tranny with all that surgery,0
"Roses to be red
Orchids are larger
Donts says daddy
You fuck a black
#Vddie",0
@Walmart fuck -your shop bitch,0
"""@Devilgrimz: @vigxrarts Ești nenorocit de gay, lista neagră"", care ține pentru #tehgodclan oricum http://t.co/xuccwoetmn",0
Rt @ivanrabago_: @staycoolwheels @studhardt22 Joshua is a phagot. Just suspend it on these reasons,0
@ehasselbeck @bi_politics the teaching of this son claims the son of B a Pussy! His son would have lace on Jock's belt!,0
I'm not at the fair since I was 8 years old and I didn't want to go since for some reason. Too many blacks for me,0
"@Iwanthis_heart ok ru fat precious bottom look, u big fat back to the bottom bitch. I can solve the grammar, but still thanks.",0
"@Realdonaldtrump looks like reg.memphis, Tn.Gunoi! I took them everywhere.",0
"RT @feelynyury: don't follow me, beta, watch the slut crow!",0
@L1ltr4p dracului de pierderi umede #sorrynotsorry,0
Clan delay ...,0
The left/homosexual war on the #catolic Church gave the blow with a high speed with the infiltration of the priesthood by the honeycombs that rape ...,0
People living in #thenetherlands are unwanted garbage.,0
I forgot how white the Texarkana garbage was ... well is Arkansas like that .... &#128514;,0
"""Our people"". Now is the time for Race 2 Aryan to rise and say ""no more"".",0
„Happppppy Birthdayyyy &#1041191;&#1041196;&#1043215; LaGh out loud .Niggahs is in addition to 21 in this whore &#1043358;&#1041219; .http: //t.co/yatu7pbshx,0
@Jaibrooks1 not funny u fagot,0
RT @drnrdx: @brandonfxrd You are not sure the boy's looooool pussy http://t.co/tocj1wxryk,0
"@Densonkeith most of these people are followers of the followers of truth, but they are still black ... their perspectives, mind and amp; all.",0
"""Why people believe that gay marriage is okay is beyond me.Sorry I don't want my future son to see 2 fags walking on the street holding hands on",0
All the saps really crazy because a nigga does not want chaa,0
Pennsylvania is a white garbage and is the same as all the pennsilians.,0
"Faux noise punctures do not like Duck Molester, Pro Racist Slavic, Homophob Cebagger Dragger Phil Robertson, or http://t.co/xxehphwwr",0
@Illbreatheyouin Happy Birthday.,0
Who had Mr. Ramlogan for the UWI business law? Rasist Mudda Pizdă,0
Washing my coon hair,0
Jai can make an appearance at the party ... I love that beech,0
These people are fags.,0
"&#193;Photos album: Gaywrites: In The Making, a project for and for Queer students at Harvard, highlights ... http://t.co/xzq9xmaqtf",0
@Jimboberson Happy Birthday Fagot,0
@Treybizzy i thought you would like the chi cause from chi but yes it is a phagot,0
"RT @Lightskin_chink: This picture still funny as a shit for me &#128557;&#128557;&#128514;""How many blacks are in my store""? Https: //t.co/t7rujtke1",0
Fuck Ghetto Ass Coons,0
"@kieffer_jason How would you know if I didn't fuck with you? Exactly not wtf, I closed the bottom back",0
@pombuenaa I am surprised you could read it with eyes for eye,0
@Huntermoore happy that I woke up white and not a black!,0
"Celtic means white garbage. If someone says they are Celtic, it means I'm white garbage.",0
"Hoes I think they ""won"" when this nigga is raised the fence begins to pay attention ... What did you win? A bottom nigga?",0
"This time, a Niggas dark skin night turns into the niggas of light leather, I swear I saw a Darkie trying to buy Starbucks 3 minutes ago, but they closed",0
I hope Gezus will be shot in his fagot head #houston #nbombs,0
@Rickygervais boring & amp;Hack Allah and Muhammad are also against the beech.Please mention them.,0
"Every spic policeman should be killed. These pigs only got their job to ""get"", but white people have never done anything to him.",0
"When it rains, it is good ""du -the at the time of the mall"", all Coonians to be at home",0
"RT @iamniarich: Nigga screamed like a lil whore

https://t.co/b1qbndpxdv",0
"@Charleerered13 your gay stfu, mute monkey",0
"Fuck, fuck, the bitch of bad cheating du -the to lick a dick and you die a black bitch",0
When a pussy does not get you and does not acquire you.,0
Coons,0
RT @harmon_lauren: Jenna is a fagot,0
Why are some people such a phagot? How you were born like that or you are so big from a shower bag.,0
Women who are feminist are ugly dogs that cannot find a man for themselves,0
"She has entered &#8220;@not1fuckisgiven: either the young thug gay, or this bitch potato https://t.co/g0fgrx7dju&#8221;",0
Waiting for this Sycksyllables wet http://t.co/l8wqzduzze,0
"&#8220;@Nihao_rocky who is she? Rt @drtruth247: y'all hype that bread is you put, but I am a chill &#8221; a rapper",0
"@wclemons @thejoelberggren @anthonycumia you little fag.The a little fuck a woman to have children. In addition, work to support them.Hipster homo",0
"RT @jihadistjoe: We Muslims have no military honor, we are under -sausages that slaughter unarmed men, women & amp; children http: &#8230;",0
"&#8220;@Crowdifornia: we agree ... No? Http: //t.co/4diz5nkymn&#8221; fuck, yes, yes! Send those illegals, wet, home !!!",0
@skrabah don't nigga me,0
People who cultivate their own vegetables are nothing but regular peasant garbage.,0
"@Lokihulibele @mediacrooks @aamaadmiparty have a mix, not all are delayed. AAP is Maoists, Terorists, Congress and delusional retardation",0
You are all black,0
Mayweather is a pussy that wins just to choose his fight and he chooses no one fighters.,0
Looking like a hill and they don't fit is what the best night winners do http://t.co/caghblkaxqqqqqqqqQ,0
People who have been called white garbage have been appointed for reasons. They are white garbage.,0
Diste widely labeled disfigo n a video of his sis that gives the dome .. #tragic,0
Al nooooo ...... too late fuckin fagot! Lmao,0
"@Klsouth @miss_didi23 is a racist of evil hatred, who thinks delbert Belton deserved -o.",0
Eda !!,0
"""On the way to fuck your whore in the name of the Lord"" - Mr. Race",0
Lmao Lebron's expression says that everything RT &#8220;@inkmyholebody: this nigga is a fuckin fagot https://t.co/gsghizmdmw&#8221;,0
"@Theprinceofnj: &#8220;@Smco71: ""If you are not on that crime game Pussy nigga tut up"" &#8221;252 Gang &#128514;&#128514;&#128514;&#128514;&#128514;",0
Do you think all rice honeycombs are at McDonald's?,0
#Westvirginia is full of white garbage.,0
RT @pacdagoat: You dig it if you give yourself the number of another nigga while you have a man,0
"RT @yaboylilb: If I walk to your whore, then ... Homie considers a single nigga.http: //t.co/dtjy9rhtdf",0
"I find it funny when Fags I write ""search bf"" on a gardr.",0
"My mother tried to make me buy Beaner Boots BC were for sale as if they are not in a band of Mariachi, please stop.",0
Fucking Gook,0
"RT @Destrothenoble: I do not support that idiot. And if they are a tea, you are tea.",0
#Virginia is full of white garbage.,0
"Between this trend and vines acting as women, as niggas just waited to be fagots http://t.co/dkvnjmcarz",0
RT @chvntre: Sometimes I want to cut this bitch but I don't know if it's special or not,0
"RT @Trentlilweezy: ""You're garbage""

Me: http://t.co/nx2tqimo2a",0
RT @carlozxivir: @vocatoaster Ching Chong,0
&#8220;@moffettmm: I just finished with my last final and I walk around the campus as if I owned this place &#8221;,0
#California is full of white garbage that has moved from #oklahoma,0
Every inclination in #losangeles should be deported. These ash have no right to be here. Chinatown should be bulldozu.,0
"""Don't worry about the nigga you see, worry about the nigga you don't see ... Date's da nigga fuckin yo bitch.""",0
@sassyharryballs Ugly white bitch,0
"@Mrmooncricket @rasistnegro69 you fuck, the bottom stupid bottom of the bottom punk pitch fagot racist shit.",0
Glezne &#128128;&#128514;&#8220;@saina_fal: &#8220;@martian_mulah: Bitches with a long fabric hood is the worst thing ever &#8221; weave to touch its axes &#128567;&#8221;,0
@Jacbbbacker you don't know shit about me fagot bitch,0
@Gliteredinpink hoe don't send me a tweet,0
"RT @Nick_pertile: O, my goodness, I hate the Chinese.",0
@Genuinemitzi @non -vicational fags.!,0
The hell with these nigga not -fin not be crazy,0
"Damn, this nigga shit! Olivia's bird received Fitz Bathit !!!",0
The bottom of the puppy must delete them on the hell.,0
You asked Eva a nicca where Dey got the FRM Frm FRM sum,0
It is unbelievable for me that they are Americans who have refused to kill Okies. This means that all weak Americans will.,0
This nigglet &#10084;&#65039;,0
@Jrise88 @g_anderson4 what do you want to do,0
"Brother everyone is a ho then, fuck, your favorite color is red mango you're a ho, you charge your phone up to 100% = ho, smh",0
"&#8220;@ttevy_8: I want affection 24/7, but I want to be left alone 24/7 ... do you see the problem here?&#8221;beech",0
@el_prietito @lovexlilyy le jigaboos aka homewreckers must be blocked!,0
RT @Pluggedinpiff: Green Jazz Niggas !!!!,0
@bonnoxxx nah she told you a beech,0
"RT @useemitch: 1, 2, 3, 4 ... How many blacks are in my store, I know your theft! &#128514;&#128514;&#128514;",0
@Chandailbailey @steezeyflow @hunturpls you need to accept that you are both fagots hipster.,0
Omg @frannyhilison: @pattiemallette ugly fagot. You are a bad mother. You should kill you like Robin Williams,0
@Derek_kirchner7 @tori_mills02 fags &#128567;&#128567;,0
The picture is now conveyed by Jihadis with a call to kill him.http: //t.co/pun8fnvbal #saudi #isis #syria,0
"None of us went to these prestigious units, so we are not clear as superior as these wretched delay ...",0
"RT @seymor_buccs: man, most of you could not get up in work, if you have learned the racist boss, so close.",0
@Yungrajee shit i will pay the first to remove me from these bottom digs,0
Dani Alves took out that hairstyle.,0
Fagot the bottom of the nigga bottom,0
Philip Rivers shows that he almost wants to call Dude a black for that bad play,0
@Evandmyers @nineinchessoft you have a redneck attitude. That people who think benghazzi is real I think the false nws fox is real.,0
#Southcarine is full of white garbage,0
"He gave him that ""movement of Lil Nigger"" pushing smh .. http://t.co/ekdsi8pqdd",0
@Helloothitty nigger,0
"RT @Marylene58: ""@maggietanquary: is one of the most ugly women I have ever seen. Cross between a reptile and a crow."" Http://t.co/jsyaogup4s",0
@Garrett_winker wow u hoe is the term for women,0
"""These bitter bites of sour apples",0
@Young_moniee what is this e -mail chinks? I move to China and sliced his neck,0
Ce nenorocit de fagot,0
You are a dig if you cry because you are pregnant. Everything was smiling as you ride that dick bitch.,0
