text,labels,Average_Word_Length,Lexical_Diversity,Capital_Letters_Count,Hashtag_Frequency,Mention_Frequency,count_emojis,special_chars_count,Stop_Word_Frequency,Noun_Count,Verb_Count,Participle_Count,Interjection_Count,Pronoun_Count,Preposition_Count,Adverb_Count,Conjunction_Count,Readability_Score,URL_Frequency
Especially CA!?! Please!!!!!! #ICE #USCitizensOnlyVOTE#Illegals met with #ICEAgents & arrested & deported permanently!?! #BuildTheDamnWall #NoDACA #NoDEMS New Ppl ONLY!?!,1,8.0,0.9473684210526315,40,7,0,0,24,1,3,5,2,0,0,0,3,0,12.09,0
ugh why are people so in love with me. living off my business WELLL bitch you put your whole life on here,0,3.8181818181818183,1.0,5,0,0,0,1,11,4,3,1,0,0,0,0,0,102.61,0
NO Rian - refugees must moved away from each country in world.,1,4.25,1.0,3,0,0,0,2,4,3,1,1,0,0,0,1,0,94.15,0
"Africa for Africans, Asia for Asians, White countries for everyone IS White Genocide.Some basic truths: Access to White people is not a human right 2018: Easy come, easy GO!!",1,5.0344827586206895,0.8620689655172413,15,0,0,0,8,8,7,3,0,0,0,0,0,0,82.14,0
Bitch what with my brand new uniform and shoes,0,4.222222222222222,1.0,1,0,0,0,0,4,4,0,0,0,0,0,0,0,104.64,0
Fulfill all your entertainment needs! The 3GB RAM of Huawei Y7 Prime allows you run more apps at once. #HuaweiMobileNepal #HuaweiY7Prime,0,5.523809523809524,1.0,16,2,0,0,4,7,6,2,1,0,0,0,1,0,86.2,0
"""Illegal Immigrants Distort Congressional Representation and Federal Programs""",0,8.875,1.0,7,0,0,0,2,1,3,0,0,0,0,0,0,0,-46.63,0
"Left the WH dead broke, but were able to buy 2 million dollar homes and buy their Skank daughter a $10 million dollar apartment. Boy, would I love to see those loan applications and bank statements. Can you smell bank fraud and tax shenanigans? #tcot #maga",1,4.586956521739131,0.8478260869565217,7,2,0,0,8,14,18,5,0,0,0,0,0,0,81.33,0
:') this whore is damn sexy tbh this girl knew how to name her acc :'),1,3.4375,0.875,0,0,0,0,6,6,5,1,0,0,0,0,1,0,108.03,0
oh but they do. Then they go around and bitch how all women are stupid golddiggers because they went to,1,4.2,0.9,1,0,0,0,1,11,2,2,0,0,0,0,3,0,95.17,0
Sorry Donny but not all men 'grab them by the pussy' like you do.,0,3.7142857142857144,1.0,2,0,0,0,3,7,1,1,0,0,0,1,0,0,99.57,0
You don't have to explain why because a dishwasher the right to speak. Stay in the kitchen,1,4.352941176470588,0.8823529411764706,2,0,0,0,2,11,3,1,0,0,0,0,1,0,96.69,0
It's women like Kathy Griffin that the word cunt is becoming just as popular here as it is in the United Kingdom and Australia.,1,4.333333333333333,0.875,6,0,0,0,2,13,6,1,1,0,0,1,0,0,64.04,0
"Dudes, We love all the RTs/Likes &; enjoy a few comments here/there. But cock pix &; writing novels under our pix/vids gets you blocked!",0,4.708333333333333,0.9583333333333334,6,0,0,0,10,9,6,4,1,0,0,0,0,0,85.69,0
The whining never stops #YesAllMen,0,6.0,1.0,4,1,0,0,1,1,2,1,1,0,0,0,1,0,66.4,0
"ram demon covered in wax who only mutilates politicians. 6/10, might eat you",0,4.923076923076923,1.0,0,0,0,0,3,4,4,2,1,0,0,0,0,0,73.34,0
He should get the full prison term when found quilty #Trump #MAGA #Immigration via,0,4.928571428571429,1.0,7,3,0,0,3,4,4,2,0,0,0,1,1,0,82.65,0
"Pres. Trump, Hurricane Harvey is Man Made to keep your wall from being built and to open the borders to illegal migration.",1,4.590909090909091,0.9090909090909091,6,0,0,0,3,9,7,4,0,0,0,0,0,0,66.07,0
Tryin to send that bitch back to her maker and if you got a daughter older than 15 I'ma rape her Take her... right there in front of you DMX,1,3.7,0.9,6,0,0,0,4,14,6,2,0,0,0,0,1,0,98.55,0
'Angel Families' Defend Trump Immigration Moves,0,7.0,1.0,6,0,0,0,2,0,3,1,0,0,0,0,0,0,14.63,0
You left me in the dark for some bitch that had a kid while you were in the pin but yet you still chose that dry cunt over your son how sad.,0,3.40625,0.875,1,0,0,0,1,20,6,2,0,0,0,0,2,0,89.76,0
When your girls actin a fool so you let your side bitch listen,1,3.8461538461538463,0.9230769230769231,1,0,0,0,0,6,4,1,0,0,0,0,0,0,100.58,0
Use foreign aid budget to help illegal migrants go back home' via,1,4.5,1.0,1,0,0,0,1,1,6,2,0,0,0,1,1,0,76.22,0
"Good, tired of obstruction and RINOs. #ShutItDown #BuildTheWall #NoDACA #NoAmensty #Opioidcrisis #Rapists #MS13 #Murders #AmericaFirst",1,8.0,1.0,25,9,0,0,11,2,5,3,0,0,0,0,0,0,38.48,0
"Please, men, do not wink at women in the workplace. Don't harass, catcall, grope, rape either.",0,4.9375,1.0,2,0,0,0,8,6,6,3,0,0,0,0,0,1,88.74,0
"One in eight U.S. residents is an immigrant, while one in nine residents is a native-born U.S. citizen with at least one immigrant parent.",0,4.791666666666667,0.7916666666666666,5,0,0,0,7,9,3,0,0,0,0,0,0,0,71.82,0
Thank you AM640 and Byron Tyler for hosting us last week. We love letting the Mid-South know about the Memphis Cup of Nations and World Relief Memphis work to empower the local church to serve vulnerable refugees and immigrants.,0,4.871794871794871,0.8461538461538461,14,0,0,0,3,13,14,4,2,0,1,0,1,0,68.6,0
Brazilian judge orders border closed to Venezuelan immigrants via,0,6.333333333333333,1.0,2,0,0,0,0,1,3,2,1,0,0,1,0,0,53.88,0
Why have you forsaken us for and Keep your word for a change #BTW #DeportThemAll #MAGA,1,4.4375,0.9375,12,3,0,0,3,8,5,2,0,0,1,0,0,0,72.16,0
Please DO NOT listen to lame duck immigration/The Wall is way more important than tax 2.0! Stick to your instinct #BuildThatWall #BuildTheDamnWall #DeportThemAll,1,6.043478260869565,0.9565217391304348,19,3,0,0,6,8,9,1,0,0,0,0,0,0,68.26,0
"Prague not to accept migrants from Italy, offers police, experts",0,5.5,1.0,2,0,0,0,2,3,6,0,0,0,0,0,0,0,69.79,0
"LIBYA TELLS ITALY: ""We don't care how much you pay us, we don't want to take back the migrant wannabes that you reject because they include terrorists, criminals, and human traffickers"" via",0,4.9375,0.9375,16,0,0,0,8,12,7,6,0,0,1,1,0,0,64.38,0
Opinion: Trump restriction on immigrant entrepreneurs misguided,0,8.142857142857142,1.0,2,0,0,0,1,1,5,1,1,0,0,0,0,0,22.07,0
"Illegal immigration sidelines at least 5 million marginalized Americans and their families, including many who are now struggling with opioid addictions.The huge influx of cheap labor has helped to stall Americans wages since the 1970s",1,5.742857142857143,0.9714285714285714,4,0,0,0,2,11,8,5,3,0,0,1,0,0,45.25,0
"Mad Keji busy in creating vote bank.Entire Delhi stink of encroachments by illegal migrants,hawkers,bad roads,leaking sewers.Jhugis everywhr",1,7.294117647058823,1.0,5,0,0,0,5,3,8,3,2,0,0,0,0,0,20.55,0
"How a $20 tip cost an immigrant her airport job. I was so happy to see this woman, who had a GoFundMe goal of $5,000, reach over $42,000",0,3.892857142857143,0.9642857142857143,5,0,0,0,8,14,7,2,0,0,0,0,0,0,91.11,0
"I wanna give a bitch my heart but i cant though, cant fall in love with a stank hoe",1,3.4210526315789473,0.8947368421052632,1,0,0,0,1,8,8,1,0,0,0,1,0,0,94.49,0
You're a skank. You are more skilled at shoplifting than trying to be witty.,1,4.5,1.0,2,0,0,0,3,9,2,3,3,0,0,0,0,0,98.21,0
"I generally dismiss the articles decrying the backlash against refugees, because weve been doing a poor job at taking in actual refugees. Canadian concerns over the inundation of economic migrants is a separate issue and are not invalid.",0,5.2631578947368425,0.9210526315789473,2,0,0,0,3,18,10,3,2,0,0,0,1,0,43.73,0
Why is #MSM so quiet? How many more innocent people need to die before congress gets off their butts and passes legislation to #BuildThatWall Quit showboating over a judge you know is very qualified and do your job to protect American Citizens! #MagaOneVoice,1,5.023255813953488,0.9069767441860465,14,3,0,0,5,20,10,5,3,0,0,0,0,0,58.11,0
#BuildThatWall send her back hommeeeee! Hahaha,1,6.833333333333333,1.0,4,1,0,0,2,1,3,1,0,0,0,0,1,0,56.93,0
Couple's fury as jury pays illegal immigrant's fine after jewelry theft conviction,1,5.916666666666667,1.0,1,0,0,0,2,2,5,1,0,0,0,0,0,0,33.92,0
The most filled with misogyny (calling women hysterical for the #MeToo movement) and victim blaming s*it. Why does,0,5.388888888888889,1.0,4,1,0,0,5,8,5,2,2,0,0,0,0,0,53.21,0
I guess that it what happens when you are the most hysterical woman in Congress.,0,4.4,1.0,2,0,0,0,1,10,3,1,0,0,0,0,0,0,73.17,0
#BuildTheWallNow BEFORE the Midterm elections #BuildTheDamnWall #EndChainMigration #MandateEverify #NoAmnesty #KeepPheonixPromise National Security,1,11.333333333333334,1.0,27,6,0,0,6,2,3,1,0,0,0,0,0,0,-42.23,0
9 Times Globalists Claimed Mass Immigration Necessary to Grow GDP. They are now proven WRONG! via,0,5.125,1.0,16,0,0,0,2,4,6,1,1,0,0,1,1,0,80.28,0
My girl make my shit solid as a rock when she kiss me you hoes just not attractive,1,3.611111111111111,1.0,1,0,0,0,0,10,4,1,0,0,0,0,0,0,87.05,0
Its called polio. I hate calling women this word but your a bitch in this instance.,1,4.25,0.9375,2,0,0,0,2,8,6,2,2,0,0,0,0,0,88.74,0
#BuildTheDamnWalland keep this criminal trash out of USA #NoDACA #2A,1,5.9,1.0,13,3,0,0,3,3,2,1,0,0,0,0,1,0,69.79,0
"Alabama: Illegals Force 13-Year-Old Girl to Watch Murder of her Grandmother, Then Behead Girl#IllegalAliens #Alabama #Animals #KAG#RollTide #WalkAway #LockThemAllUp #SendThemBack #BuildTheWall #MAGA #Trump #Trump2020 #QResearch #PatriotsFight #RedPill",1,8.333333333333334,1.0,45,15,0,0,19,4,16,3,0,0,0,0,1,0,10.23,0
Heavily-armed ill's bum-rush the U.S. border uninterrupted.This is an invasion. We MUST #BuildThatWall NOW.CC:,1,6.928571428571429,1.0,17,1,0,0,10,4,2,1,0,0,0,0,0,0,49.78,0
rin is a big abusive whore and a bitch but shinji is allowed to commit incestual rape for over a decade,1,3.9523809523809526,0.8571428571428571,0,0,0,0,0,10,6,1,1,0,0,0,0,0,75.54,0
"So in other words, despite claiming their lives would be at risk if they were forced to return home, the government is paying them for a vacation to the very place they claim to be fleeing...",0,4.333333333333333,0.8611111111111112,1,0,0,0,5,21,9,3,2,0,0,1,0,0,60.32,0
Thank you for the hysterical & heartfelt wonder that is #MysticTimeBird! #WestworldAudition #Periphs,0,6.769230769230769,1.0,7,3,0,0,5,5,5,0,0,0,0,0,0,0,17.0,0
Support Other Patriots => Follow All => Retweet=> Follow Back Who Follow You#KAG #KAG2020 #MAGA #MAGA2KAG #Cconservative #Libertarian #NRA #2A #CCOT #DrainTheSwamp #DeportThemALL #LocKThemALLup #BuildTheWall #ProLIFE #VoterID #TermLimits #WalkAwayFromDemocrats #Trump,1,7.933333333333334,0.9,70,18,0,0,24,3,12,4,0,0,0,0,2,0,0.76,0
"Polygamy&amp;explosive Muslim population r biggest evils for violent mindset.West,India,China,Russia must change their immigration laws...",1,8.928571428571429,1.0,6,0,0,0,9,2,10,1,0,0,0,0,0,0,-3.32,0
Going to take a lot more than a skank like you! #wearethestorm,1,4.25,0.9166666666666666,1,1,0,0,2,5,3,2,1,0,0,1,0,0,101.6,0
"""We are above the law"" - migrants throw garbage at Rome's ancient sites - Free Speech Time -",1,4.166666666666667,0.8888888888888888,5,0,0,0,6,4,7,1,0,0,0,0,0,0,98.55,0
A woman who you fucked multiple times saying yo dick small is a compliment you know u hit that spot,1,4.0,0.95,1,0,0,0,0,7,7,3,2,0,0,0,0,0,76.56,0
"Fuck these hoes !!! They ain't gone send you nowhere but to the clinic or hell , let that bitch keep them problems",1,4.0,1.0,2,0,0,0,5,9,5,5,0,0,0,0,1,0,103.12,0
No doubt cory wins most hysterical women his eyes are popping out of his head foaming at the mouth,0,4.2105263157894735,0.9473684210526315,1,0,0,0,0,9,6,3,2,0,0,0,0,0,77.57,0
Merica AF,0,4.0,1.0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,35.61,0
Theres an a&amp;r /Dj that works at radio owes alot of uk artist in my era a massive apology u played alot of games god na sleep pussy hole,0,3.8275862068965516,0.9310344827586207,2,0,0,0,3,8,12,4,1,0,0,0,0,0,75.88,0
"Lol no. Not in that sense, you give yourself to your husband doesnt mean he should rape. The woman is still the primary owner of her body.",0,4.148148148148148,1.0,3,0,0,0,4,14,7,0,0,0,0,0,1,0,83.15,0
"Fuck U bitch! He wasn't a fictional person, he was an internet manwhore!! He brainwashed me & never wanted to SKYPE ME & he used me for",0,4.037037037037037,0.8518518518518519,11,0,0,0,7,13,5,3,3,0,0,0,1,0,79.97,0
"#ABVPThugs beat up teachers and students merely got exercising their freedom of expression. ABVP DUSU President brought GUNS into DUSU. And like true goons, won't let launch a magazine! #ABVPGoonsWithGuns #SendThemHome",0,6.064516129032258,1.0,33,3,0,0,8,8,10,7,1,0,0,2,1,0,61.02,0
"In 2018: it's time to let diversity be someone else's strength.Remigration 2018: Easy come, easy GO!! country was my home, now its a hotel, and they think I'm going to be a waiter. #WhiteGenocide",1,4.764705882352941,0.8823529411764706,8,1,0,0,13,14,8,5,1,0,0,0,1,0,76.93,0
You are a pussy... stand up or shut up... put youre head above the parapet & make a stance or keep taking the MP wage & STFU x,1,3.5357142857142856,0.8571428571428571,7,0,0,0,8,10,6,6,1,0,0,0,0,0,104.94,0
President Trump on MS-13 Gangs: Were either throwing them the hell in jail or getting them out of our country.#BuildTheWall#MAGA#WalkAway#EndDACA #IllegalAliens #VoteDemsOut #WakeUpAmerica #WalkAwayDemocrats2018 #VoteRed #ChooseCruz #VetoBeto,1,8.0,0.9629629629629629,37,11,0,0,14,10,11,4,3,0,0,1,0,1,15.47,0
Sorry Tomi not all men were raised correctly! I was raised that all women are ladies until they prove otherwise!!!,0,4.75,0.9,3,0,0,0,4,10,4,3,2,0,0,0,2,0,78.25,0
Titties are but where's your ass bitch,1,4.571428571428571,1.0,1,0,0,0,1,3,2,1,0,0,0,0,0,0,106.67,0
Bitch you just want fucking attention. Dont bring your whore self in this.,1,4.769230769230769,1.0,2,0,0,0,2,4,4,3,2,0,0,0,0,0,98.72,0
JIN SAYS 'VOTE US ON MWAVE YOU HOE' :),0,3.3333333333333335,1.0,26,0,0,0,4,2,2,2,0,0,1,0,0,0,114.12,0
Fuck off you stupid fucking CUNT OH MY GODDDDDDDD,1,4.555555555555555,1.0,19,0,0,0,0,3,2,1,1,1,0,0,0,0,96.18,0
She said 'true',0,4.333333333333333,1.0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,119.19,0
Her- how come you never called me again after we fucked? Me-,0,4.083333333333333,1.0,2,0,0,0,3,6,0,3,2,0,0,0,1,0,93.14,0
"UN bid to improve migrant, refugee response flounders as political will evaporates",0,5.916666666666667,1.0,2,0,0,0,1,3,6,1,0,0,0,0,0,0,42.38,0
not a big enough spade for Mr shit himself to dig himself out The UK did vote to stop shitty nations and immigration on the whole but as he puts it time to put our own people first ask Germany and Sweden about crime going up trouble is Migrants can demand not what they earned,1,4.036363636363636,0.9090909090909091,7,0,0,0,0,28,11,6,2,0,0,1,1,0,41.03,0
Anything that bleeds for a week and doesn't die is a monster #WomenSuck,1,4.538461538461538,0.9230769230769231,3,1,0,0,2,7,5,1,0,0,0,0,0,0,66.74,0
#Immigrants Should Not Be Public Charges Burdening U.S Taxpayers if they need welfare-#SendThemBack #Trump #MAGA #RedNationRising #Immigration #NoDACA,1,7.388888888888889,1.0,27,7,0,0,9,5,7,3,3,0,0,0,0,0,20.04,0
We need to encourage President Trump to keep trying to ban more refugees.,1,4.6923076923076925,0.8461538461538461,3,0,0,0,1,5,3,3,1,0,0,0,0,0,75.2,0
You bitch too much over stupid shit go fuck your self stupid cunt you have shitty service anyway a,1,4.2105263157894735,0.9473684210526315,1,0,0,0,0,7,4,2,0,0,0,0,2,0,86.03,0
Video: Italy allows migrant ships disembark after several days in limbo,0,5.545454545454546,1.0,2,0,0,0,1,2,4,2,0,0,0,0,0,0,51.85,0
You a hoe if you crying because yo ass pregnant. It was all smiles while you was riding that dick bitch.,1,4.0,0.9047619047619048,2,0,0,0,2,12,5,2,2,0,0,0,0,0,94.66,0
Let me tell yall sum...yall barbz who fucking wit my sis Come talk to me bitch cause i will pull up on a hoe...,1,3.6666666666666665,0.9583333333333334,2,0,0,0,6,10,8,5,1,0,0,0,0,0,101.6,0
Only you hoe,0,3.3333333333333335,1.0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,93.81,0
"Love is like a deep hole. When you fall into it, it's really hard to come out.",0,3.6470588235294117,1.0,2,0,0,0,4,7,4,0,0,0,0,1,1,0,96.69,0
"I don't care who has something negative to say about me; whoever is invalid as fuck. I am a bomb ass bitch, and no",0,3.7916666666666665,0.9583333333333334,2,0,0,0,4,13,6,1,0,0,0,0,0,0,84.68,0
"sorry sweetie, but women are the causes of all problems",1,4.6,1.0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,69.79,0
How's everything going with the bills to #StopImmigration?,0,6.375,1.0,3,1,0,0,3,3,3,1,1,0,0,0,0,0,46.44,0
British Museum sends ILLEGALLY OBTAINED Iraqi artifacts back to Iraq. When will they send the ILLEGALLY OBTAINED Elgin Marbles? #sendthemhome,0,6.1,0.9,41,1,0,0,3,5,4,5,2,0,0,0,3,0,52.87,0
"Just heard a brilliant response to 'not all men': 'You're right, it's not you - it's all of you.'",0,4.157894736842105,0.8947368421052632,2,0,0,0,11,10,3,0,0,0,0,0,1,0,95.51,0
Forget assam or any state if someone doesn't know his family's predecessors name &amp; roots of his dynasty &amp; give liberty to misspell &amp; play around with his forefathers name should dig his head in mud with shame before preaching on unlawful activities of illegal immigrants,1,5.1521739130434785,0.8260869565217391,1,0,0,0,8,17,16,5,1,0,0,2,1,0,33.25,0
Im so tired of seeing these dirty ass rat hoes getting on this bitch bashing niggas you got treated like a hoe who the fuck cares,0,4.0,1.0,1,0,0,0,0,9,6,8,5,0,0,1,0,0,78.93,0
"you on twitter in yo feelings on that hoe shit, I know the feeling I had problems wit my old bitch",1,3.7142857142857144,0.9047619047619048,2,0,0,0,1,10,5,4,1,0,0,0,1,0,84.0,0
Illegal Alien Killed Mother Of Two In Drunken Crash via When is it enough?How many more have to die before you do your job?#BuildTheWall #EndDaca #NoAmnesty #BanSanctuaryCities#KeepAmericansSafe,1,6.222222222222222,1.0,24,5,0,0,7,12,6,2,1,0,0,1,1,0,53.88,0
"Bitch, Im sitting on the floor of the Phoenix airport with this shirt.",0,4.461538461538462,0.9230769230769231,3,0,0,0,2,6,5,1,1,0,0,0,0,0,92.12,0
THIS CANNOT BE ALLOWED TO HAPPEN----CHILD KIDNAPPER AND MOLESTER MILLER NEEDS TO BE GONE!,1,5.428571428571429,0.8571428571428571,71,0,0,0,5,6,4,3,2,0,0,0,0,0,65.73,0
"It is more ""when you ARE left out of the crowd"". This is a real problem and language is not the only cause. It is driving well qualified citizens, legal immigrants to bankruptcy",0,4.393939393939394,0.8484848484848485,6,0,0,0,5,19,6,3,2,0,0,0,1,0,77.23,0
Court Ruling Freed Iraqi Rapefugee Whos Now Charged With Attempted Murder Of Cop,0,5.230769230769231,1.0,13,0,0,0,0,3,5,3,3,0,0,0,0,0,83.66,0
or not *legal* but a complaint beyond the school itself... which just seems ridiculous in the 21st Century...,0,5.111111111111111,0.9444444444444444,1,0,0,0,8,9,3,1,0,0,0,1,0,0,79.26,0
"My organization is fundraising to bring a shareholder action to stop CoreCivic and GEO Group from housing immigrant children and parents. My colleagues have a lot of experience in this area, but need support. Please help if you can.",0,4.9743589743589745,0.8974358974358975,9,0,0,0,4,17,14,5,1,0,0,0,0,0,66.74,0
Listen fam. If you're a whore you're a whore clearly you miss read my tweet if you thought I was calling every female a whore.But yes hmp,1,4.111111111111111,0.8148148148148148,4,0,0,0,4,12,5,3,1,0,0,0,1,0,91.61,0
Inspiring. African Athletics Championships from 1-5 August allows space for refugees to shine....,0,6.538461538461538,1.0,5,0,0,0,6,3,4,3,1,0,0,0,1,0,58.28,0
"""No, """"god"""" didn't make women for that you fucking cunt. If we love each other we're sure as hell gonna fuck whenever we want wherever we want. Stop embarrassing yourself with this shit""",0,4.696969696969697,0.9393939393939394,3,0,0,0,11,14,11,5,1,0,0,0,0,0,77.23,0
This nasty bitch raped her sister and WW are still team Lena Dunham. Seriously how,0,4.533333333333333,1.0,6,0,0,0,1,5,4,1,1,0,0,0,2,0,81.63,0
Illegal Immigrant Arrested For Starting A Colorado Fire That Charred 40K Acres via There should be a bounty on these animals...,1,5.095238095238095,1.0,13,0,0,0,3,9,6,3,3,0,0,1,0,0,58.62,0
I agree with you. Who ever facilities the logistics and other facility shouldn't be us paying for it. They are burden on us sacking in our resources that is my point. #Eritrea refugees should go back because their country is not on war footing,1,4.545454545454546,0.9318181818181818,4,1,0,0,5,23,8,5,3,0,2,0,2,0,77.23,0
WHAT THE FUCK IS THIS SEASON TRAILER DON'T TELL ME RICK WAS IN A COMA THIS WHOLE TIME BITCH #THEWALKINGDEAD,0,4.4,0.95,86,1,0,0,2,10,9,0,0,0,0,0,0,0,76.56,0
"When y'all see that bitch that's been talkin shit, but you refrain cause you've been tryin to grow as a person",1,4.285714285714286,0.9523809523809523,1,0,0,0,4,10,6,3,0,0,0,0,0,0,92.46,0
Sending you one now,0,4.0,1.0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,92.8,0
Bitches Boyfriends/baby daddy/ husband be locked up for 10 minutes and already going out to be a hoe bitch you sad,1,4.476190476190476,0.9523809523809523,2,0,0,0,2,9,4,3,2,0,0,0,1,0,67.08,0
Italian Interior Minister has closed all Italian ports to more than 600 migrants who were rescued by the #Aquarius. This violates international humanitarian laws!,0,5.791666666666667,0.9583333333333334,6,1,0,0,3,10,5,3,2,0,0,0,0,0,33.92,0
To make an open Europe for many refugees the poltical puppets will open all borders. They believe that the costs of workers fall down and the rich earn more money. So the establishment works in Europe against the voters.,1,4.666666666666667,0.8461538461538461,5,0,0,0,3,19,8,7,0,0,0,0,0,0,83.66,0
Main stream media doesnt want you to know.,0,4.375,1.0,1,0,0,0,1,2,2,3,0,0,0,0,0,0,88.74,0
U.N. warns of 'critical gap' in Syrian refugee aid this year #UnitedNations,0,5.333333333333333,1.0,5,1,0,0,5,3,6,0,0,0,0,0,0,0,59.3,0
a bitch about to get pussy punched if she dont buy a new god damn book,1,3.4375,0.9375,0,0,0,0,0,6,5,3,1,0,0,0,0,0,106.0,0
Stop lying u skank bitch but white like u,1,3.6666666666666665,0.8888888888888888,1,0,0,0,0,1,2,2,1,0,0,1,0,0,104.64,0
"Another day, and another one of s pedophile Dreamers have raped another little girl. Polk Sheriff: Illegal Alien Arrested for Rape of 8-Year-Old Girl in Florida #NoDACA #NoAmnesty #BuildTheDamnWall #ThanQ #QAnon",1,5.838709677419355,0.9354838709677419,27,5,0,0,10,7,13,2,2,0,0,0,0,0,55.74,0
"Ladies we dont hate you for your size or looks, we hate you becuase youre all conniving bitches with no souls! #WomenSuck",1,4.545454545454546,0.8636363636363636,3,1,0,0,3,10,6,3,1,0,0,0,0,0,74.53,0
Just throw them back into Mexico.No more taxpayer-supported dependents.Jobs for citizens not invading criminals and their children.#NoAmnesty#NoDACADeport ALL illegals.Arrest ALL sanctuary officials.Fire ALL pro-amnesty politicians.#BuildTheWall,1,8.84,0.92,26,3,0,0,11,11,3,2,1,0,0,0,1,0,7.99,0
U MOTHERFUCKING BITCH DIDNT TELL ME I COULD MOVE MY KING CHIPS WHEN I HAD F O UR AND YOU HAD NONE. CHEATING ASS HOE.,1,3.68,0.92,90,0,0,0,2,10,7,4,3,0,0,0,0,0,92.63,0
"The Dr.Ron Paul! #makelibertywin #yalcon2018 #presidentpaul #endthefed #sendthemhome #liberty @ Reston, Virginia",0,8.416666666666666,1.0,6,6,0,0,10,1,7,1,1,0,0,0,0,0,9.55,0
Mo Brooks: The 15M Illegals in U.S. Give Blue States 20 Congressional Seats #MAGA #WalkAWay #NoDACA #NoAmnesty #DrainTheDeepState #thewall,1,6.315789473684211,1.0,30,6,0,0,9,2,6,3,0,0,0,0,1,0,61.83,0
"Spain: still welcoming rescued migrants, but no more special concessions",0,6.3,1.0,1,0,0,0,2,3,3,2,2,0,0,0,1,0,52.87,0
Merkel: Spain and Greece prepared to take back some migrants,0,5.1,1.0,3,0,0,0,1,3,4,2,1,0,0,0,0,0,95.17,0
WASNT IT GEORGE WASHINGTON WHO SAID 'FUCK BITCHES GET MONEY'?,1,5.2,1.0,49,0,0,0,3,2,5,2,0,0,0,0,0,0,69.79,0
"STFU SUSAN. Oh yes, PLEASE lets give Trump CREDIT. I mean how else are you able to walk out on the street. Convince yourself that that this CATASTROPHE of a President who you said was better that HRC IS NOT ripping children away from parents seeking asylum, holding children",1,4.612244897959184,0.9183673469387755,45,0,0,0,5,21,16,6,3,0,0,0,2,0,80.31,0
"DING! DING! DING! Vatican Bishop confesses: ""Senior Catholic officials are being paid off by George Soros to promote mass Muslim migration into Europe"" via How to buy the Catholic Church...",0,5.333333333333333,0.8666666666666667,23,0,0,0,9,9,10,6,3,0,0,1,0,0,49.49,0
happy bday to my big boobie bitchily and im so sad i cant be there with u to celebrate but dw u hoe we'll party,0,3.48,0.92,0,0,0,0,1,10,7,1,0,0,0,0,1,0,79.94,0
"as #POTUS was the biggest threat to #freedomofpress and #truth that there has ever been. #TwoFaced self absorbed #Pompous #POS. Well is rebuilding the ""Arc of history"". #MoveOn #MoveForward #MAGA #PURGE #BuildThatWall",1,5.8125,0.96875,29,11,0,0,16,11,11,2,2,0,1,0,2,0,71.82,0
"Large scale migration of illegal migrants to Delhi,hawkers menace,illegal constructions,appeasement have increased after AAP came to power",0,7.176470588235294,0.9411764705882353,5,0,0,0,3,5,5,4,1,0,0,0,1,0,3.46,0
Nail salon playin sad ass MFn songs totally ruining my whole treat yo bad ass queen self attitude while I try to hold back lil bitch tears.,0,4.185185185185185,0.9629629629629629,4,0,0,0,1,4,12,4,1,0,1,0,1,0,69.45,0
"Sweden: If the country needs the money for refugees to give them a better life, the swedish retireage must increase. This is the end of socialwelfare for Swedisch people.",0,4.896551724137931,0.8620689655172413,4,0,0,0,4,13,8,3,1,0,0,0,0,0,82.14,0
Dude next door: So what you wanna do about the tp situation? Me: ummm you buy your own and I buy mine.... Me to Me: this kunt,0,3.6666666666666665,0.8888888888888888,6,0,0,0,8,14,7,2,0,0,0,0,0,0,96.18,0
Immigration means devided nations when those seek ayslum want to demand housing etc when we dont have enough resources to go around trith,0,5.0,0.9130434782608695,1,0,0,0,0,7,8,4,0,0,0,1,0,0,65.05,0
"""Hysterical Women"" is right out of the Con play book.. they believe only men can make the most fucked up decisions of all time, not need for women.",0,4.285714285714286,0.9285714285714286,3,0,0,0,6,14,6,5,1,0,0,0,1,0,82.65,0
Good Morning Canada One of the most beautiful qualities of true friendship is to understand and to be understood.,0,5.0,0.8947368421052632,4,0,0,0,1,9,5,0,0,0,0,0,0,0,52.19,0
That one cock blockin ass bitch you can never get past,1,4.0,1.0,1,0,0,0,0,3,4,1,0,0,0,0,1,0,102.61,0
how can you openly break up a family by being a skank ass hoe,0,3.4285714285714284,0.9285714285714286,0,0,0,0,0,8,3,1,0,0,0,0,1,0,82.65,0
Sturgeon revels in the EU vote the moment immigration is ignored you will not be in power Scotland has not been it with it so far,0,4.0,0.8461538461538461,4,0,0,0,0,16,6,2,1,0,0,0,1,0,70.47,0
"as the immigrant numbers swell and breed, the UK is being prepared for racial and cultural replacement across the islands.",0,5.15,0.85,2,0,0,0,2,9,3,2,1,0,0,1,0,0,59.64,0
Nude sunbathers stunned as migrants storm beach...,0,6.285714285714286,1.0,1,0,0,0,3,1,3,2,1,0,0,0,0,0,89.75,0
